1	550244.977	72874.493	3496
2	550018.037	72539.075	3496
101	550202.154	72829.046	5216
102	550228.042	72831.620	5216
103	550051.798	72571.127	5216
104	550044.255	72595.670	5216
5015	550441.900	72492.300	3193
5016	550471.940	72514.460	3143
10336	550394.630	72848.180	4315
10344	550437.320	72620.600	4315
10942	550020.260	72814.410	4315
10943	550031.390	72815.550	4315
10944	550032.090	72812.140	4315
10952	550086.130	72459.430	4315
10968	550012.200	72699.960	4315
10969	550007.180	72741.580	4315
30236	550086.200	72459.440	4235
